,ï..year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver,age
664,2019,11,15,Friday,7,0,NA,NA,wet,NA,,kc,211
665,2019,11,15,Friday,9,0,NA,NA,wet,NA,,vona,211
666,2019,11,15,Friday,11,21,NA,NA,wet,NA,,vona,211
667,2019,11,15,Friday,13,16,NA,NA,wet,NA,,vona,211
668,2019,11,15,Friday,15,15,NA,NA,wet,NA,,vona,211
669,2019,11,15,Friday,8,18,NA,NA,bottle,0,oz,vona,211
670,2019,11,15,Friday,9,15,NA,NA,bottle,3,oz,vona,211
671,2019,11,15,Friday,11,15,NA,NA,bottle,4,oz,vona,211
672,2019,11,15,Friday,13,30,NA,NA,bottle,3,oz,vona,211
673,2019,11,15,Friday,14,15,NA,NA,bottle,4,oz,vona,211
674,2019,11,15,Friday,11,30,12,12,nap,NA,,vona,211
675,2019,11,15,Friday,11,0,NA,NA,solids,2,zucchini,vona,211
676,2019,11,15,Friday,14,0,NA,NA,solids,0,zucchini,vona,211
677,2019,11,15,Friday,8,15,NA,NA,caregiver_change,NA,,kc_vona,211
678,2019,11,19,Tuesday,7,40,NA,NA,wet,NA,,ap,215
679,2019,11,19,Tuesday,9,45,NA,NA,wet,NA,,ap,215
680,2019,11,19,Tuesday,12,20,NA,NA,wet,NA,,ap,215
681,2019,11,19,Tuesday,14,15,NA,NA,wet,NA,,ap,215
682,2019,11,19,Tuesday,8,40,NA,NA,bottle,1.5,oz,ap,215
683,2019,11,19,Tuesday,10,30,NA,NA,bottle,4,oz,ap,215
684,2019,11,19,Tuesday,12,35,NA,NA,bottle,3,oz,ap,215
685,2019,11,19,Tuesday,14,20,NA,NA,bottle,4,oz,ap,215
686,2019,11,19,Tuesday,8,0,NA,NA,solids,2,toast_egg,ap,215
687,2019,11,19,Tuesday,10,15,NA,NA,solids,3,egg,ap,215
688,2019,11,19,Tuesday,14,0,NA,NA,solids,3,egg,ap,215
689,2019,11,19,Tuesday,10,45,12,0,nap,NA,,ap,215
690,2019,11,18,Monday,6,0,NA,NA,amoxicilin,7,ml,jsmkch,214
691,2019,11,18,Monday,8,38,NA,NA,wet,NA,,vona,214
692,2019,11,18,Monday,10,36,NA,NA,wet,NA,,vona,214
693,2019,11,18,Monday,12,38,NA,NA,wet,NA,,vona,214
694,2019,11,18,Monday,12,57,NA,NA,bowel,NA,,vona,214
695,2019,11,18,Monday,15,0,NA,NA,wet,NA,,vona,214
696,2019,11,18,Monday,9,0,NA,NA,bottle,6,oz,vona,214
697,2019,11,18,Monday,11,30,NA,NA,bottle,3,oz,vona,214
698,2019,11,18,Monday,13,0,NA,NA,bottle,3,oz,vona,214
699,2019,11,18,Monday,15,0,NA,NA,bottle,2,oz,vona,214
700,2019,11,18,Monday,11,0,NA,NA,solids,3,irongoo,vona,214
701,2019,11,18,Monday,14,25,NA,NA,solids,3,irongoo,vona,214
702,2019,11,18,Monday,11,30,11,59,nap,NA,,vona,214
703,2019,11,18,Monday,13,13,13,58,nap,NA,,vona,214
704,2019,11,21,Thursday,8,40,8,47,bottle,3.1,oz,jsm,217
705,2019,11,21,Thursday,7,15,NA,NA,solids,1,sausage,jsm,217
706,2019,11,21,Thursday,10,15,11,45,nap,NA,,jsm,217
707,2019,11,21,Thursday,11,40,NA,NA,trait_mass,8.79,kg,rainbow,217
708,2019,11,21,Thursday,11,40,NA,NA,trait_length,73,cm,rainbow,217
709,2019,11,20,Wednesday,7,30,NA,NA,wet,NA,,ap,216
710,2019,11,20,Wednesday,9,15,NA,NA,bowel,NA,,ap,216
711,2019,11,20,Wednesday,12,5,NA,NA,wet,NA,,ap,216
712,2019,11,20,Wednesday,13,30,NA,NA,bowel,NA,,ap,216
713,2019,11,20,Wednesday,15,0,NA,NA,dry,NA,,ap,216
714,2019,11,20,Wednesday,8,30,NA,NA,solids,3.5,,ap,216
715,2019,11,20,Wednesday,10,30,NA,NA,solids,2,,ap,216
716,2019,11,20,Wednesday,12,20,NA,NA,solids,5,,ap,216
717,2019,11,20,Wednesday,14,50,NA,NA,solids,4,,ap,216
718,2019,11,20,Wednesday,8,10,NA,NA,solids,3,egg,ap,216
719,2019,11,20,Wednesday,10,15,NA,NA,solids,3,irongoo,ap,216
720,2019,11,20,Wednesday,13,45,NA,NA,solids,2,irongoo,ap,216
721,2019,11,20,Wednesday,10,47,12,2,nap,NA,,ap,216
722,2019,12,5,Thursday,7,45,NA,NA,wet,NA,,ap,231
723,2019,12,5,Thursday,9,20,NA,NA,wet,NA,,ap,231
724,2019,12,5,Thursday,12,15,NA,NA,wet,NA,,jd,231
725,2019,12,5,Thursday,14,25,NA,NA,wet,NA,,ap,231
726,2019,12,5,Thursday,8,5,NA,NA,bottle,3,oz,ap,231
727,2019,12,5,Thursday,9,45,NA,NA,bottle,3.5,oz,ap,231
728,2019,12,5,Thursday,12,20,NA,NA,bottle,3.5,oz,ap,231
729,2019,12,5,Thursday,14,30,NA,NA,bottle,2,oz,ap,231
730,2019,12,5,Thursday,10,45,12,10,nap,NA,,ap,231
731,2019,12,5,Thursday,8,0,NA,NA,solids,2,irongoo,ap,231
732,2019,12,5,Thursday,10,20,NA,NA,solids,3,irongoo,ap,231
733,2019,12,5,Thursday,14,10,NA,NA,solids,3,irongoo,ap,231
734,2019,12,4,Wednesday,8,10,NA,NA,wet,NA,,ap,230
735,2019,12,4,Wednesday,9,35,NA,NA,bowel,NA,,ap,230
736,2019,12,4,Wednesday,11,15,NA,NA,wet,NA,,ap,230
737,2019,12,4,Wednesday,12,45,NA,NA,wet,NA,,ap,230
738,2019,12,4,Wednesday,14,40,NA,NA,wet,NA,,ap,230
739,2019,12,4,Wednesday,8,30,NA,NA,bottle,4,oz,ap,230
740,2019,12,4,Wednesday,10,0,NA,NA,bottle,3,oz,ap,230
741,2019,12,4,Wednesday,11,20,NA,NA,bottle,2,oz,ap,230
742,2019,12,4,Wednesday,12,50,NA,NA,bottle,1.5,oz,ap,230
743,2019,12,4,Wednesday,8,0,NA,NA,solids,3,irongoo,ap,230
744,2019,12,4,Wednesday,11,0,NA,NA,solids,3,irongoo,ap,230
745,2019,12,4,Wednesday,14,10,NA,NA,solids,2,irongoo,ap,230
746,2019,12,4,Wednesday,12,0,12,40,nap,NA,,ap,230
747,2019,12,4,Wednesday,14,30,NA,NA,bottle,3,oz,ap,230
748,2019,12,3,Tuesday,8,50,NA,NA,dry,NA,,kc,229
749,2019,12,3,Tuesday,9,30,NA,NA,wet,NA,,kc,229
750,2019,12,3,Tuesday,11,30,NA,NA,dry,NA,,kc,229
751,2019,12,3,Tuesday,13,20,NA,NA,wet,NA,,kc,229
752,2019,12,3,Tuesday,15,7,NA,NA,bowel,NA,,kc,229
753,2019,12,3,Tuesday,9,0,NA,NA,bottle,3,oz,kc,229
754,2019,12,3,Tuesday,11,0,NA,NA,bottle,3,oz,kc,229
755,2019,12,3,Tuesday,13,24,NA,NA,bottle,3,oz,kc,229
756,2019,12,3,Tuesday,14,35,NA,NA,bottle,3,oz,kc,229
757,2019,12,3,Tuesday,13,50,14,30,nap,NA,,kc,229
758,2019,12,3,Tuesday,10,45,NA,NA,solids,3,irongoo,kc,229
759,2019,12,3,Tuesday,14,35,NA,NA,solids,3,irongoo,kc,229
760,2019,12,3,Tuesday,7,13,NA,NA,trait_tooth_incisor_upper_right,NA,,jsmkch,229
761,2019,12,7,Saturday,12,55,NA,NA,trait_tooth_incisor_upper_left,NA,,jsmkch,233
762,2019,12,10,Tuesday,8,0,NA,NA,wet,NA,,ap,236
763,2019,12,10,Tuesday,9,50,NA,NA,wet,NA,,ap,236
764,2019,12,10,Tuesday,11,30,NA,NA,wet,NA,,ap,236
765,2019,12,10,Tuesday,13,45,NA,NA,wet,NA,,ap,236
766,2019,12,10,Tuesday,15,20,NA,NA,bowel,NA,,ap,236
767,2019,12,10,Tuesday,9,25,NA,NA,bottle,4,oz,ap,236
768,2019,12,10,Tuesday,11,15,NA,NA,bottle,4,oz,ap,236
769,2019,12,10,Tuesday,14,40,NA,NA,bottle,3,oz,ap,236
770,2019,12,10,Tuesday,10,10,11,0,nap,NA,,ap,236
771,2019,12,10,Tuesday,8,20,NA,NA,solids,3,biscuit_gravy_orange,ap,236
772,2019,12,10,Tuesday,11,20,NA,NA,solids,3,greenbeans,ap,236
773,2019,12,10,Tuesday,14,20,NA,NA,solids,2,graham_crackers,ap,236
774,2019,12,12,Thursday,7,40,NA,NA,wet,NA,,ap,238
775,2019,12,12,Thursday,9,50,NA,NA,wet,NA,,ap,238
776,2019,12,12,Thursday,11,30,NA,NA,wet,NA,,ap,238
777,2019,12,12,Thursday,13,20,NA,NA,wet,NA,,ap,238
778,2019,12,12,Thursday,15,0,NA,NA,wet,NA,,kc,238
779,2019,12,12,Thursday,9,55,NA,NA,bottle,2,oz,ap,238
780,2019,12,12,Thursday,10,25,NA,NA,bottle,3,oz,ap,238
781,2019,12,12,Thursday,13,10,NA,NA,bottle,1,oz,ap,238
782,2019,12,12,Thursday,14,57,NA,NA,bottle,3,oz,ap,238
783,2019,12,12,Thursday,10,30,11,20,nap,NA,,ap,238
784,2019,12,12,Thursday,8,15,NA,NA,solids,3,banana_toast,ap,238
785,2019,12,12,Thursday,12,15,NA,NA,solids,2,turkey_cheese_applesauce,ap,238
786,2019,12,12,Thursday,14,0,NA,NA,solids,3,crackers_cheese,ap,238
787,2019,12,9,Monday,7,45,NA,NA,wet,NA,,ap,235
788,2019,12,9,Monday,9,30,NA,NA,wet,NA,,ap,235
789,2019,12,9,Monday,12,20,NA,NA,wet,NA,,vona,235
790,2019,12,9,Monday,14,20,NA,NA,wet,NA,,ap,235
791,2019,12,9,Monday,11,5,12,12,nap,NA,,vona,235
792,2019,12,9,Monday,9,55,NA,NA,bottle,4,oz,ap,235
793,2019,12,9,Monday,10,45,NA,NA,bottle,4,oz,ap,235
794,2019,12,9,Monday,13,0,NA,NA,bottle,2,oz,ap,235
795,2019,12,9,Monday,14,25,NA,NA,bottle,0,oz,ap,235
796,2019,12,9,Monday,8,0,NA,NA,solids,4,waffle,ap,235
797,2019,12,9,Monday,10,30,NA,NA,solids,4,irongoo,ap,235
798,2019,12,9,Monday,14,10,NA,NA,solids,1,apple,ap,235
799,2019,12,17,Tuesday,7,30,NA,NA,wet,NA,,ap,243
800,2019,12,17,Tuesday,9,15,NA,NA,wet,NA,,ap,243
801,2019,12,17,Tuesday,12,23,NA,NA,wet,NA,,ap,243
802,2019,12,17,Tuesday,14,15,NA,NA,dry,NA,,ap,243
803,2019,12,17,Tuesday,10,40,NA,NA,bottle,3,oz,ap,243
804,2019,12,17,Tuesday,13,45,NA,NA,bottle,4,oz,ap,243
805,2019,12,17,Tuesday,11,5,12,20,nap,NA,,ap,243
806,2019,12,17,Tuesday,8,0,NA,NA,solids,3,waffle,ap,243
807,2019,12,17,Tuesday,10,30,NA,NA,solids,0,ham_squash_corn,ap,243
808,2019,12,17,Tuesday,14,0,NA,NA,solids,3,bread_raisin,ap,243
809,2019,12,19,Thursday,8,10,NA,NA,wet,NA,,ap,245
810,2019,12,19,Thursday,10,5,NA,NA,wet,NA,,ap,245
811,2019,12,19,Thursday,13,7,NA,NA,bowel,NA,,ap,245
812,2019,12,19,Thursday,15,0,NA,NA,dry,NA,,ap,245
813,2019,12,19,Thursday,8,55,NA,NA,bottle,1,oz,ap,245
814,2019,12,19,Thursday,13,13,NA,NA,bottle,1,oz,ap,245
815,2019,12,19,Thursday,13,40,NA,NA,bottle,2,oz,ap,245
816,2019,12,19,Thursday,7,50,NA,NA,solids,2.5,irongoo,ap,245
817,2019,12,19,Thursday,10,20,NA,NA,solids,3,carrot,ap,245
818,2019,12,19,Thursday,14,30,NA,NA,solids,3,irongoo_carrot,ap,245
819,2019,12,19,Thursday,11,28,13,5,nap,NA,,ap,245
820,2019,12,18,Wednesday,8,0,NA,NA,wet,NA,,ap,244
821,2019,12,18,Wednesday,10,5,NA,NA,wet,NA,,ap,244
822,2019,12,18,Wednesday,12,25,NA,NA,wet,NA,,ij,244
823,2019,12,18,Wednesday,14,25,NA,NA,wet,NA,,ap,244
824,2019,12,18,Wednesday,15,22,NA,NA,dry,NA,,kc,244
825,2019,12,18,Wednesday,9,55,NA,NA,bottle,3,oz,ap,244
826,2019,12,18,Wednesday,11,5,NA,NA,bottle,1,oz,ap,244
827,2019,12,18,Wednesday,13,0,NA,NA,bottle,2,oz,ap,244
828,2019,12,18,Wednesday,11,10,12,15,nap,NA,,ap,244
829,2019,12,18,Wednesday,7,50,NA,NA,solids,3,irongoo,ap,244
830,2019,12,18,Wednesday,10,30,NA,NA,solids,1,squash,ap,244
831,2019,12,18,Wednesday,14,0,NA,NA,solids,3,irongoo,ap,244
832,2019,12,13,Friday,7,0,NA,NA,dry,NA,,kc,239
833,2019,12,13,Friday,9,30,NA,NA,wet,NA,,kc,239
834,2019,12,13,Friday,10,25,NA,NA,wet,NA,,kc,239
835,2019,12,13,Friday,12,55,NA,NA,wet,NA,,kc,239
836,2019,12,13,Friday,14,55,NA,NA,wet,NA,,kc,239
837,2019,12,13,Friday,8,0,NA,NA,bottle,3,oz,kc,239
838,2019,12,13,Friday,10,45,NA,NA,bottle,3,oz,kc,239
839,2019,12,13,Friday,13,30,NA,NA,bottle,1,oz,kc,239
840,2019,12,13,Friday,14,30,NA,NA,bottle,3,oz,kc,239
841,2019,12,13,Friday,11,0,12,49,nap,NA,,kc,239
842,2019,12,13,Friday,10,50,NA,NA,solids,3,irongoo_vegetable,kc,239
843,2019,12,13,Friday,14,0,NA,NA,solids,3,irongoo,kc,239
844,2020,1,6,Monday,7,14,NA,NA,dry,NA,,kc,263
845,2020,1,6,Monday,9,0,NA,NA,wet,NA,,ap,263
846,2020,1,6,Monday,12,30,NA,NA,wet,NA,,ap,263
847,2020,1,6,Monday,14,20,NA,NA,wet,NA,,ap,263
848,2020,1,6,Monday,9,10,NA,NA,bottle,3,oz,ap,263
849,2020,1,6,Monday,13,25,NA,NA,bottle,4,oz,ap,263
850,2020,1,6,Monday,11,10,12,17,nap,NA,,ap,263
851,2020,1,6,Monday,8,0,NA,NA,solids,3,raisinbran,ap,263
852,2020,1,6,Monday,10,45,NA,NA,solids,3,meatballs_mashedpotato_strawberry,ap,263
853,2020,1,6,Monday,13,45,NA,NA,solids,3,cheese,ap,263
854,2019,12,11,Wednesday,7,30,NA,NA,wet,NA,,kc,237
855,2019,12,11,Wednesday,9,30,NA,NA,wet,NA,,kc,237
856,2019,12,11,Wednesday,11,35,NA,NA,wet,NA,,ap,237
857,2019,12,11,Wednesday,14,18,NA,NA,wet,NA,,ap,237
858,2019,12,11,Wednesday,8,30,NA,NA,bottle,3,oz,kc,237
859,2019,12,11,Wednesday,10,7,NA,NA,bottle,4,oz,kc,237
860,2019,12,11,Wednesday,14,5,NA,NA,bottle,4,oz,ap,237
861,2019,12,11,Wednesday,14,48,NA,NA,bottle,3,oz,ap,237
862,2019,12,11,Wednesday,10,35,11,32,nap,NA,,ap,237
863,2019,12,11,Wednesday,8,0,NA,NA,solids,3,cheerio,kc,237
864,2019,12,11,Wednesday,11,40,NA,NA,solids,2.5,ham_mashedpotato_strawberry,ap,237
865,2019,12,11,Wednesday,14,0,NA,NA,solids,3,gcracker_apple,ap,237
866,2020,1,8,Wednesday,10,10,NA,NA,wet,NA,,ap,265
867,2020,1,8,Wednesday,12,30,NA,NA,wet,NA,,kc,265
868,2020,1,8,Wednesday,14,25,NA,NA,wet,NA,,ap,265
869,2020,1,8,Wednesday,11,5,NA,NA,bottle,2,oz,ap,265
870,2020,1,8,Wednesday,13,15,NA,NA,bottle,3,oz,ap,265
871,2020,1,8,Wednesday,11,15,12,30,nap,NA,,ap,265
872,2020,1,8,Wednesday,10,30,NA,NA,solids,3,noodles,ap,265
873,2020,1,8,Wednesday,14,10,NA,NA,solids,3,fruit,ap,265
874,2020,1,13,Monday,7,45,NA,NA,wet,NA,,ap,270
875,2020,1,13,Monday,9,55,NA,NA,wet,NA,,ap,270
876,2020,1,13,Monday,12,25,NA,NA,wet,NA,,ap,270
877,2020,1,13,Monday,13,50,NA,NA,wet,NA,,kc,270
878,2020,1,13,Monday,11,7,12,20,nap,NA,,ap,270
879,2020,1,13,Monday,11,5,NA,NA,bottle,1,oz,ap,270
880,2020,1,13,Monday,14,0,NA,NA,bottle,2,oz,ap,270
881,2020,1,13,Monday,8,15,NA,NA,solids,3,cheerios,ap,270
882,2020,1,13,Monday,10,50,NA,NA,solids,3,noodles,ap,270
883,2020,1,13,Monday,14,5,NA,NA,solids,2,apple,ap,270
884,2020,1,14,Tuesday,8,10,NA,NA,wet,NA,,ap,271
885,2020,1,14,Tuesday,10,10,NA,NA,wet,NA,,ap,271
886,2020,1,14,Tuesday,12,0,NA,NA,wet,NA,,ap,271
887,2020,1,14,Tuesday,14,30,NA,NA,wet,NA,,ap,271
888,2020,1,14,Tuesday,9,15,NA,NA,bottle,2,oz,ap,271
889,2020,1,14,Tuesday,13,10,NA,NA,bottle,0.5,oz,ap,271
890,2020,1,14,Tuesday,10,27,11,30,nap,NA,,ap,271
891,2020,1,14,Tuesday,8,40,NA,NA,solids,1,toast_apple,ap,271
892,2020,1,14,Tuesday,11,30,NA,NA,solids,2.5,apple,ap,271
893,2020,1,14,Tuesday,14,15,NA,NA,solids,3,fruit,ap,271
894,2020,1,10,Friday,8,30,NA,NA,wet,NA,,ap,267
895,2020,1,10,Friday,9,15,NA,NA,bowel,NA,,ap,267
896,2020,1,10,Friday,12,50,NA,NA,wet,NA,,ap,267
897,2020,1,10,Friday,9,0,NA,NA,bottle,1,oz,ap,267
898,2020,1,10,Friday,11,20,NA,NA,bottle,2,oz,ap,267
899,2020,1,10,Friday,8,0,NA,NA,solids,3,cheese_toast_apple,ap,267
900,2020,1,10,Friday,11,5,NA,NA,solids,3,noodles_banana_veggies,ap,267
901,2020,1,10,Friday,14,10,NA,NA,solids,3,gcracker,ap,267
902,2020,1,10,Friday,11,25,12,30,nap,NA,,ap,267
903,2020,1,9,Thursday,7,5,NA,NA,dry,NA,,kc,266
904,2020,1,9,Thursday,8,30,NA,NA,wet,NA,,ap,266
905,2020,1,9,Thursday,10,20,NA,NA,wet,NA,,ap,266
906,2020,1,9,Thursday,12,45,NA,NA,wet,NA,,ap,266
907,2020,1,9,Thursday,14,30,NA,NA,wet,NA,,ap,266
908,2020,1,9,Thursday,9,35,NA,NA,bottle,1,oz,ap,266
909,2020,1,9,Thursday,11,0,NA,NA,bottle,0,oz,ap,266
910,2020,1,9,Thursday,12,55,NA,NA,bottle,1.5,oz,ap,266
911,2020,1,9,Thursday,8,10,NA,NA,solids,2,fruit,ap,266
912,2020,1,9,Thursday,10,40,NA,NA,solids,3,noodles,ap,266
913,2020,1,9,Thursday,14,5,NA,NA,solids,3,fruit,ap,266
914,2020,1,9,Thursday,11,10,11,45,nap,NA,,ap,266
915,2020,1,15,Wednesday,8,30,NA,NA,wet,NA,,ap,272
916,2020,1,15,Wednesday,10,6,NA,NA,bowel,NA,,kc,272
917,2020,1,15,Wednesday,12,12,NA,NA,wet,NA,,ap,272
918,2020,1,15,Wednesday,14,0,NA,NA,dry,NA,,ap,272
919,2020,1,15,Wednesday,11,7,12,9,nap,NA,,ap,272
920,2020,1,15,Wednesday,9,10,NA,NA,bottle,0,oz,ap,272
921,2020,1,15,Wednesday,11,0,NA,NA,bottle,1,oz,ap,272
922,2020,1,15,Wednesday,13,0,NA,NA,bottle,0,oz,ap,272
923,2020,1,15,Wednesday,8,10,NA,NA,solids,3,cereal,ap,272
924,2020,1,15,Wednesday,10,50,NA,NA,solids,2,turkey_potato_pineapple,ap,272
925,2020,1,15,Wednesday,13,55,NA,NA,solids,NA,banana_animalcrackers,ap,272
926,2020,1,16,Thursday,7,2,NA,NA,dry,NA,,kc,273
927,2020,1,16,Thursday,8,30,NA,NA,wet,NA,,ap,273
928,2020,1,16,Thursday,10,30,NA,NA,wet,NA,,ap,273
929,2020,1,16,Thursday,12,20,NA,NA,wet,NA,,ap,273
930,2020,1,16,Thursday,14,6,NA,NA,wet,NA,,kc,273
931,2020,1,16,Thursday,9,30,NA,NA,bottle,0.5,oz,ap,273
932,2020,1,16,Thursday,14,20,NA,NA,bottle,0,oz,ap,273
933,2020,1,16,Thursday,11,20,12,15,nap,NA,,ap,273
934,2020,1,16,Thursday,8,10,NA,NA,solids,3,toast_oatmeal,ap,273
935,2020,1,16,Thursday,10,45,NA,NA,solids,3,chicken_broccoli_pineapple,ap,273
936,2020,1,16,Thursday,12,25,NA,NA,solids,3,blueberries,ap,273
937,2020,1,16,Thursday,13,45,NA,NA,solids,3,blueberries_animalcrackers_yogurt,ap,273
938,2020,1,21,Tuesday,8,20,NA,NA,wet,NA,,ap,278
939,2020,1,21,Tuesday,10,15,NA,NA,dry,NA,,ap,278
940,2020,1,21,Tuesday,12,25,NA,NA,wet,NA,,kc,278
941,2020,1,21,Tuesday,14,20,NA,NA,wet,NA,,ap,278
942,2020,1,21,Tuesday,8,25,NA,NA,bottle,0,water,ap,278
943,2020,1,21,Tuesday,9,40,NA,NA,bottle,0,water,ap,278
944,2020,1,21,Tuesday,10,50,NA,NA,bottle,0,water,ap,278
945,2020,1,21,Tuesday,13,0,NA,NA,bottle,1,oz,ap,278
946,2020,1,21,Tuesday,11,5,12,20,nap,NA,,ap,278
947,2020,1,21,Tuesday,8,5,NA,NA,solids,3,toast_oranges,ap,278
948,2020,1,21,Tuesday,10,50,NA,NA,solids,3,fishsticks_borccoli_applesauce,ap,278
949,2020,1,21,Tuesday,12,50,NA,NA,solids,3,carrots,ap,278
950,2020,1,21,Tuesday,14,5,NA,NA,solids,3,gcrackers,ap,278
951,2020,1,22,Wednesday,7,2,NA,NA,wet,NA,,kc,279
952,2020,1,22,Wednesday,9,0,NA,NA,wet,NA,,mb,279
953,2020,1,22,Wednesday,10,45,NA,NA,wet,NA,,kc,279
954,2020,1,22,Wednesday,11,30,NA,NA,bowel,NA,,kc,279
955,2020,1,22,Wednesday,13,59,NA,NA,wet,NA,,kc,279
956,2020,1,22,Wednesday,10,30,NA,NA,bottle,0,water,kc,279
957,2020,1,22,Wednesday,13,38,NA,NA,bottle,0,water,kc,279
958,2020,1,22,Wednesday,14,29,NA,NA,bottle,2,oz,kc,279
959,2020,1,22,Wednesday,11,55,13,0,nap,NA,,kc,279
960,2020,1,22,Wednesday,8,0,NA,NA,solids,2.5,applesauce_eggs,kc,279
961,2020,1,22,Wednesday,10,50,NA,NA,solids,3,noodles_veggies_cheese,kc,279
962,2020,1,22,Wednesday,14,0,NA,NA,solids,3,crackers_cheese,kc,279
963,2020,2,6,Thursday,NA,NA,NA,NA,trait_tooth_incisor_lateral_upper_right,NA,,kch,294
964,2020,2,11,Tuesday,NA,NA,NA,NA,trait_tooth_incisor_lateral_upper_left,NA,,jsm,299
965,2020,1,30,Thursday,NA,NA,NA,NA,trait_length,74.9,cm,rainbow,287
966,2020,1,30,Thursday,NA,NA,NA,NA,trait_mass,9.92,kg,rainbow,287
967,2020,1,30,Thursday,NA,NA,NA,NA,trait_head_circum,45.7,cm,rainbow,287
968,2020,2,10,Monday,NA,NA,NA,NA,skill_step,NA,,kc,298
969,2020,3,13,Friday,NA,NA,NA,NA,trait_mass,10.348,kg,rainbow,330
970,2020,3,10,Tuesday,NA,NA,NA,NA,skill_walking,NA,,jsmkch,327
971,2020,3,13,Friday,18,0,NA,NA,amoxicilin,3,mL,jsm,330
972,2020,3,14,Saturday,8,0,NA,NA,amoxicilin,3,mL,jsm,331
973,2020,3,14,Saturday,18,0,NA,NA,amoxicilin,3,mL,jsm,331
974,2020,3,15,Sunday,8,0,NA,NA,amoxicilin,3,mL,jsm,332
975,2020,3,15,Sunday,18,0,NA,NA,amoxicilin,3,mL,jsm,332
976,2020,3,16,Monday,8,0,NA,NA,amoxicilin,3,mL,jsm,333
977,2020,3,16,Monday,18,0,NA,NA,amoxicilin,3,mL,jsm,333
978,2020,3,17,Tuesday,8,0,NA,NA,amoxicilin,3,mL,jsm,334
979,2020,3,17,Tuesday,18,0,NA,NA,amoxicilin,3,mL,jsm,334
980,2020,3,14,Saturday,8,0,NA,NA,predisolone,5,mL,jsm,331
981,2020,3,15,Sunday,8,0,NA,NA,predisolone,5,mL,jsm,332
982,2020,3,16,Monday,8,0,NA,NA,predisolone,5,mL,jsm,333
983,2020,3,17,Tuesday,8,0,NA,NA,predisolone,5,mL,jsm,334
984,2020,3,18,Wednesday,8,0,NA,NA,predisolone,5,mL,jsm,335
985,2020,3,12,Thursday,NA,NA,NA,NA,start_home_covid19,NA,,jsm,329
986,2020,3,18,Wednesday,8,0,NA,NA,amoxicilin,3,mL,jsm,335
987,2020,3,18,Wednesday,18,0,NA,NA,amoxicilin,3,mL,jsm,335
