,ï..year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver,age
988,2020,3,19,Thursday,8,0,NA,NA,amoxicilin,3,mL,jsm,336
989,2020,3,20,Friday,8,0,NA,NA,amoxicilin,3,mL,jsm,337
990,2020,3,20,Friday,18,0,NA,NA,amoxicilin,3,mL,jsm,337
991,2020,3,21,Saturday,8,0,NA,NA,amoxicilin,3,mL,jsm,338
992,2020,4,7,Tuesday,NA,NA,NA,NA,trait_tooth_incisor_lower_right_lateral,NA,,kch,355
993,2020,4,16,Wednesday,NA,NA,NA,NA,trait_tooth_incisor_lower_left_lateral,NA,,jsm,364
994,2020,5,25,Monday,NA,NA,NA,NA,trait_tooth_molar_lower_right,NA,,jsm,403
995,2020,5,25,Monday,NA,NA,NA,NA,trait_tooth_molar_lower_left,NA,,jsm,403
996,2020,4,30,Thursday,NA,NA,NA,NA,trait_mass,10.66,kg,rainbow,378
997,2020,4,30,Thursday,NA,NA,NA,NA,trait_length,80.01,cm,rainbow,378
998,2020,6,15,Monday,NA,NA,NA,NA,trait_tooth_canine_lower_right,NA,,jsm,424
999,2020,6,15,Monday,NA,NA,NA,NA,trait_tooth_canine_lower_left,NA,,jsm,424
1000,2020,6,20,Saturday,NA,NA,NA,NA,trait_tooth_molar_upper_right,NA,,kch,429
1001,2020,8,10,Monday,NA,NA,NA,NA,trait_mass,11.82,kg,rainbow,480
1002,2020,7,31,Friday,NA,NA,NA,NA,trait_mass,11.57,kg,hottinger,470
1003,2020,8,10,Monday,NA,NA,NA,NA,trait_length,83.82,cm,rainbow,480
1004,2020,6,25,Thursday,NA,NA,NA,NA,trait_tooth_molar_upper_left,NA,,kch,434
1005,2020,12,7,Monday,NA,NA,NA,NA,skill_self_reference,NA,"our car zoom beren" ah cah zoom beh,jsm,599
1006,2020,11,18,Wednesday,NA,NA,NA,NA,start_home_covid19,NA,,jsm,580
1007,2020,8,11,Tuesday,NA,NA,NA,NA,stop_home_covid19,NA,,jsm,481
1008,2020,11,7,Saturday,NA,NA,NA,NA,skill_sentence,NA,"cars go zoom" cah zoom,jsm,569
1009,2020,12,14,Monday,NA,NA,NA,NA,skill_count,NA,to four; counted two blocks when I tried to trick him,jsm,606
1010,2021,1,28,Wednesday,9,0,NA,NA,dry,NA,,aym,651
1011,2021,1,28,Wednesday,10,39,NA,NA,wet,NA,,aym,651
1012,2021,1,28,Wednesday,13,50,NA,NA,wet,NA,,aym,651
1013,2021,1,28,Wednesday,11,40,13,50,nap,NA,,aym,651
1014,2021,1,27,Tuesday,8,0,NA,NA,wet,NA,,aym,650
1015,2021,1,27,Tuesday,10,30,NA,NA,bowel,NA,,aym,650
1016,2021,1,27,Tuesday,13,45,NA,NA,wet,NA,,aym,650
1017,2021,1,27,Tuesday,11,30,13,45,nap,NA,,aym,650
1018,2020,8,27,,8,5,NA,NA,wet,NA,,ap,497
1019,2020,8,27,,10,30,NA,NA,wet,NA,,am,497
1020,2020,8,27,,13,40,NA,NA,wet,NA,,kc,497
1021,2020,8,27,,15,5,NA,NA,wet,NA,,kc,497
1022,2020,8,27,,11,50,13,40,nap,NA,,am,497
1023,2021,1,22,Thursday,8,39,NA,NA,wet,NA,,ap,645
1024,2021,1,22,Thursday,10,39,NA,NA,wet,NA,,kc,645
1025,2021,1,22,Thursday,13,45,NA,NA,wet,NA,,kc,645
1026,2021,1,22,Thursday,11,30,13,45,nap,NA,,kc,645
1027,2020,3,9,,8,5,NA,NA,wet,NA,,ap,326
1028,2020,3,9,,9,38,NA,NA,wet,NA,,kc,326
1029,2020,3,9,,11,0,NA,NA,wet,NA,,kc,326
1030,2020,3,9,,13,0,NA,NA,wet,NA,,kc,326
1031,2020,3,9,,9,0,NA,NA,bottle,2,oz,kc,326
1032,2020,3,9,,11,15,NA,NA,bottle,2,oz,kc,326
1033,2020,3,9,,11,45,12,45,nap,NA,,kc,326
1034,2020,3,12,,10,0,NA,NA,wet,NA,,ij,329
1035,2020,3,12,,13,25,NA,NA,wet,NA,,jd,329
1036,2021,1,20,Wednesday,9,0,NA,NA,wet,NA,,aym,643
1037,2021,1,20,Wednesday,10,30,NA,NA,bowel,NA,,aym,643
1038,2021,1,20,Wednesday,13,57,NA,NA,wet,NA,,aym,643
1039,2021,1,20,Wednesday,12,0,13,0,nap,NA,,aym,643
1040,2021,1,21,Thursday,9,0,NA,NA,wet,NA,,ap,644
1041,2021,1,21,Thursday,10,30,NA,NA,wet,NA,,aym,644
1042,2021,1,21,Thursday,13,30,NA,NA,wet,NA,,aym,644
1043,2021,1,21,Thursday,11,48,13,0,nap,NA,,aym,644
1044,2020,2,26,,7,30,NA,NA,wet,NA,,ap,314
1045,2020,2,26,,9,13,NA,NA,dry,NA,,ij,314
1046,2020,2,26,,10,33,NA,NA,wet,NA,,kc,314
1047,2020,2,26,,13,0,NA,NA,dry,NA,,ij,314
1048,2020,2,26,,14,22,NA,NA,wet,NA,,kc,314
1049,2020,2,26,,8,0,NA,NA,bottle,3,oz,kc,314
1050,2020,2,26,,10,0,NA,NA,bottle,3,oz,kc,314
1051,2020,2,26,,11,0,NA,NA,bottle,3,oz,kc,314
1052,2020,2,26,,14,0,NA,NA,water,NA,,ij,314
1053,2020,2,26,,11,10,12,52,nap,NA,,kc,314
1054,2020,3,3,,8,5,NA,NA,wet,NA,,ap,320
1055,2020,3,3,,10,40,NA,NA,wet,NA,,kc,320
1056,2020,3,3,,13,47,NA,NA,wet,NA,,kc,320
1057,2020,3,3,,9,0,NA,NA,bottle,4,oz,kc,320
1058,2020,3,3,,11,0,NA,NA,bottle,4,oz,kc,320
1059,2020,3,3,,14,0,NA,NA,water,NA,,kc,320
1060,2020,3,3,,11,45,13,40,nap,NA,,kc,320
1061,2021,1,19,Tuesday,8,44,NA,NA,dry,NA,,aym,642
1062,2021,1,19,Tuesday,10,31,NA,NA,wet,NA,,aym,642
1063,2021,1,19,Tuesday,14,26,NA,NA,wet,NA,,mb,642
1064,2021,1,19,Tuesday,12,8,14,0,nap,NA,,aym,642
1065,2020,2,10,,8,50,NA,NA,wet,NA,,kc,298
1066,2020,2,10,,10,30,NA,NA,wet,NA,,kc,298
1067,2020,2,10,,12,30,NA,NA,wet,NA,,kc,298
1068,2020,2,10,,14,5,NA,NA,wet,NA,,kc,298
1069,2020,2,10,,8,0,NA,NA,bottle,3,oz,kc,298
1070,2020,2,10,,11,10,NA,NA,bottle,3,oz,kc,298
1071,2020,2,10,,13,10,NA,NA,water,NA,,kc,298
1072,2020,2,10,,14,9,NA,NA,water,NA,,kc,298
1073,2020,2,10,,11,30,12,15,nap,NA,,kc,298
1074,2020,2,20,,8,30,NA,NA,wet,NA,,ap,308
1075,2020,2,20,,10,30,NA,NA,wet,NA,,ap,308
1076,2020,2,20,,12,35,NA,NA,wet,NA,,ap,308
1077,2020,2,20,,14,14,NA,NA,wet,NA,,kc,308
1078,2020,2,20,,9,15,NA,NA,bottle,2,oz,ap,308
1079,2020,2,20,,11,10,NA,NA,bottle,1,oz,ap,308
1080,2020,2,20,,12,50,NA,NA,water,NA,,kc,308
1081,2020,2,20,,13,55,NA,NA,water,NA,,kc,308
1082,2020,2,20,,11,35,12,33,nap,NA,,kc,308
1083,2020,8,26,,7,45,NA,NA,dry,NA,,am,496
1084,2020,8,26,,8,40,NA,NA,bowel,NA,,ap,496
1085,2020,8,26,,11,45,NA,NA,dry,NA,,am,496
1086,2020,8,26,,13,30,NA,NA,wet,NA,,kc,496
1087,2020,8,26,,15,30,NA,NA,wet,NA,,kc,496
1088,2020,8,26,,11,20,NA,NA,bottle,3,oz,am,496
1089,2020,8,26,,14,0,NA,NA,water,NA,,ap,496
1090,2020,8,26,,8,0,NA,NA,water,NA,,ap,496
1091,2020,8,26,,11,50,13,30,nap,NA,,kc,496
1092,2020,3,5,,8,30,NA,NA,wet,NA,,ap,322
1093,2020,3,5,,10,30,NA,NA,wet,NA,,kc,322
1094,2020,3,5,,13,30,NA,NA,wet,NA,,kc,322
1095,2020,3,5,,9,30,NA,NA,bottle,1,oz,kc,322
1096,2020,3,5,,11,0,NA,NA,bottle,0,oz,kc,322
1097,2020,3,5,,13,45,NA,NA,water,NA,,kc,322
1098,2020,3,5,,14,30,NA,NA,bottle,0,oz,kc,322
1099,2020,3,5,,11,20,12,15,nap,NA,,kc,322
1100,2020,2,25,,8,30,NA,NA,wet,NA,,ap,313
1101,2020,2,25,,10,35,NA,NA,dry,NA,,ij,313
1102,2020,2,25,,12,45,NA,NA,wet,NA,,ij,313
1103,2020,2,25,,14,50,NA,NA,wet,NA,,ij,313
1104,2020,3,2,,8,15,NA,NA,wet,NA,,ap,319
1105,2020,3,2,,10,45,NA,NA,wet,NA,,kc,319
1106,2020,3,2,,12,45,NA,NA,wet,NA,,kc,319
1107,2020,3,2,,15,0,NA,NA,wet,NA,,ij,319
1108,2020,3,2,,9,0,NA,NA,bottle,4,oz,kc,319
1109,2020,3,2,,11,0,NA,NA,bottle,4,oz,kc,319
1110,2020,3,2,,11,30,12,30,nap,NA,,kc,319
1111,2020,8,24,,9,45,NA,NA,wet,NA,,ap,494
1112,2020,8,24,,11,54,NA,NA,wet,NA,,ap,494
1113,2020,8,24,,13,35,NA,NA,wet,NA,,ap,494
1114,2020,8,24,,13,57,NA,NA,bowel,NA,,ap,494
1115,2020,8,24,,15,10,NA,NA,wet,NA,,ap,494
1116,2020,8,24,,8,15,NA,NA,bottle,0,oz,ap,494
1117,2020,8,24,,10,35,NA,NA,water,1,oz,ap,494
1118,2020,8,24,,10,45,11,49,nap,NA,,ap,494
1119,2020,10,8,,8,15,NA,NA,wet,NA,,ap,539
1120,2020,10,8,,10,30,NA,NA,wet,NA,,am,539
1121,2020,10,8,,13,30,NA,NA,wet,NA,,am,539
1122,2020,10,8,,14,25,NA,NA,bowel,NA,,am,539
1123,2020,10,8,,11,30,13,30,nap,NA,,am,539
1124,2020,10,7,,7,45,NA,NA,bowel,NA,,am,538
1125,2020,10,7,,10,20,NA,NA,wet,NA,,ap,538
1126,2020,10,7,,13,25,NA,NA,wet,NA,,ap,538
1127,2020,10,7,,14,45,NA,NA,wet,NA,,am,538
1128,2020,10,7,,11,15,13,20,nap,NA,,ap,538
1129,2020,10,6,,8,15,NA,NA,wet,NA,,am,537
1130,2020,10,6,,10,5,NA,NA,wet,NA,,melody,537
1131,2020,10,6,,13,10,NA,NA,wet,NA,,melody,537
1132,2020,10,6,,11,30,13,0,nap,NA,,melody,537
1133,2020,9,1,,8,10,NA,NA,dry,NA,,ap,502
1134,2020,9,1,,10,30,NA,NA,bowel,NA,,am,502
1135,2020,9,1,,13,40,NA,NA,dry,NA,,am,502
1136,2020,9,1,,15,30,NA,NA,bowel,NA,,am,502
1137,2020,9,1,,11,45,13,40,nap,NA,,am,502
1138,2020,9,2,,8,30,NA,NA,bowel,NA,,aym,503
1139,2020,9,2,,10,30,NA,NA,wet,NA,,kc,503
1140,2020,9,2,,13,30,NA,NA,wet,NA,,am,503
1141,2020,9,2,,14,40,NA,NA,bowel,NA,,kc,503
1142,2020,9,2,,11,30,12,15,nap,NA,,kc,503
1143,2020,10,5,,8,0,NA,NA,wet,NA,,ap,536
1144,2020,10,5,,10,30,NA,NA,wet,NA,,kc,536
1145,2020,10,5,,13,35,NA,NA,wet,NA,,kc,536
1146,2020,10,5,,11,30,13,30,nap,NA,,kc,536
1147,2020,3,10,,8,40,NA,NA,wet,NA,,ap,327
1148,2020,3,10,,10,45,NA,NA,wet,NA,,kc,327
1149,2020,3,10,,12,35,NA,NA,dry,NA,,kc,327
1150,2020,3,10,,14,10,NA,NA,wet,NA,,kc,327
1151,2020,3,10,,9,0,NA,NA,bottle,1,oz,kc,327
1152,2020,3,10,,11,0,NA,NA,bottle,2,oz,kc,327
1153,2020,3,10,,12,37,NA,NA,water,NA,,kc,327
1154,2020,3,10,,14,0,NA,NA,water,NA,,kc,327
1155,2020,3,10,,11,45,12,30,nap,NA,,kc,327
1156,2020,2,13,,8,45,NA,NA,wet,NA,,ap,301
1157,2020,2,13,,9,15,NA,NA,bowel,NA,,ap,301
1158,2020,2,13,,10,40,NA,NA,wet,NA,,ij,301
1159,2020,2,13,,13,45,NA,NA,wet,NA,,ij,301
1160,2020,2,13,,11,20,13,0,nap,NA,,ij,301
1161,2020,2,5,,7,45,NA,NA,dry,NA,,ap,293
1162,2020,2,5,,8,55,NA,NA,wet,NA,,melody,293
1163,2020,2,5,,10,15,NA,NA,bowel,NA,,kc,293
1164,2020,2,5,,13,5,NA,NA,dry,NA,,melody,293
1165,2020,2,5,,9,30,NA,NA,bottle,3,oz,melody,293
1166,2020,2,5,,11,0,NA,NA,water,NA,,melody,293
1167,2020,2,5,,14,0,NA,NA,bottle,3,oz,melody,293
1168,2020,2,5,,11,10,12,55,nap,NA,,melody,293
1169,2020,2,19,,8,25,NA,NA,wet,NA,,ap,307
1170,2020,2,19,,10,15,NA,NA,wet,NA,,kc,307
1171,2020,2,19,,12,50,NA,NA,wet,NA,,ap,307
1172,2020,2,19,,13,15,NA,NA,bowel,NA,,ap,307
1173,2020,2,19,,9,15,NA,NA,bottle,2,oz,ap,307
1174,2020,2,19,,12,55,NA,NA,bottle,1,oz,ap,307
1175,2020,2,19,,11,10,12,15,nap,NA,,ap,307
1176,2020,2,14,,8,15,NA,NA,wet,NA,,ap,302
1177,2020,2,14,,10,5,NA,NA,wet,NA,,ap,302
1178,2020,2,14,,11,10,NA,NA,bowel,NA,,ap,302
1179,2020,2,14,,12,57,NA,NA,wet,NA,,ap,302
1180,2020,2,14,,14,15,NA,NA,wet,NA,,ap,302
1181,2020,2,14,,9,45,NA,NA,bottle,2,oz,ap,302
1182,2020,2,14,,12,45,NA,NA,bottle,2,oz,ap,302
1183,2020,2,14,,11,15,12,30,nap,NA,,ap,302
1184,2020,2,18,,8,5,NA,NA,wet,NA,,ap,306
1185,2020,2,18,,10,30,NA,NA,bowel,NA,,kc,306
1186,2020,2,18,,13,50,NA,NA,wet,NA,,kc,306
1187,2020,2,18,,9,0,NA,NA,bottle,3,oz,kc,306
1188,2020,2,18,,11,0,NA,NA,bottle,3,oz,kc,306
1189,2020,2,18,,14,0,NA,NA,water,NA,,kc,306
1190,2020,2,18,,11,20,13,20,nap,NA,,kc,306
1191,2020,2,11,,8,10,NA,NA,wet,NA,,ap,299
1192,2020,2,11,,10,15,NA,NA,wet,NA,,ap,299
1193,2020,2,11,,12,5,NA,NA,bowel,NA,,ap,299
1194,2020,2,11,,14,0,NA,NA,wet,NA,,ap,299
1195,2020,2,11,,9,15,NA,NA,bottle,2,,ap,299
1196,2020,2,11,,12,42,NA,NA,bottle,2,,ap,299
1197,2020,2,11,,13,40,NA,NA,bottle,1,,ap,299
1198,2020,2,11,,11,5,11,59,nap,NA,,ap,299
1199,2020,2,4,,7,30,NA,NA,wet,NA,,kc,292
1200,2020,2,4,,9,20,NA,NA,wet,NA,,ap,292
1201,2020,2,4,,11,45,NA,NA,wet,NA,,ap,292
1202,2020,2,4,,14,40,NA,NA,wet,NA,,ap,292
1203,2020,2,4,,9,0,NA,NA,bottle,3,oz,ap,292
1204,2020,2,4,,11,0,NA,NA,bottle,3,oz,ap,292
1205,2020,2,4,,13,35,NA,NA,bottle,3,oz,ap,292
1206,2020,2,4,,13,50,14,35,nap,NA,,ap,292
1207,2020,9,28,,7,45,NA,NA,bowel,NA,,kc,529
1208,2020,9,28,,10,30,NA,NA,wet,NA,,am,529
1209,2020,9,28,,13,30,NA,NA,wet,NA,,am,529
1210,2020,9,29,,8,0,NA,NA,wet,NA,,am,530
1211,2020,9,29,,9,45,NA,NA,bowel,NA,,am,530
1212,2020,9,29,,10,30,NA,NA,dry,NA,,am,530
1213,2020,9,29,,13,38,NA,NA,wet,NA,,am,530
1214,2020,9,29,,11,0,13,30,nap,NA,,am,530
1215,2020,9,30,,8,0,NA,NA,bowel,NA,,ap,531
1216,2020,9,30,,10,30,NA,NA,wet,NA,,am,531
1217,2020,9,30,,13,45,NA,NA,wet,NA,,am,531
1218,2020,9,30,,14,30,NA,NA,bowel,NA,,am,531
1219,2020,9,30,,11,30,13,40,nap,NA,,am,531
1220,2020,10,1,,8,0,NA,NA,bowel,NA,,am,532
1221,2020,10,1,,10,30,NA,NA,wet,NA,,am,532
1222,2020,10,1,,13,30,NA,NA,wet,NA,,kc,532
1223,2020,10,1,,11,30,13,30,nap,NA,,am,532
1224,2020,10,2,,8,15,NA,NA,bowel,NA,,kc,533
1225,2020,10,2,,10,15,NA,NA,dry,NA,,ap,533
1226,2020,10,2,,11,48,NA,NA,wet,NA,,ap,533
1227,2020,10,2,,13,40,NA,NA,wet,NA,,ap,533
1228,2020,10,2,,15,2,NA,NA,wet,NA,,ap,533
1229,2020,10,2,,10,57,11,46,nap,NA,,ap,533
1230,2020,1,21,,8,20,NA,NA,wet,NA,,ap,278
1231,2020,1,21,,10,15,NA,NA,dry,NA,,ap,278
1232,2020,1,21,,12,25,NA,NA,wet,NA,,kc,278
1233,2020,1,21,,14,20,NA,NA,wet,NA,,ap,278
1234,2020,1,21,,8,25,NA,NA,water,NA,,ap,278
1235,2020,1,21,,9,40,NA,NA,water,NA,,ap,278
1236,2020,1,21,,10,50,NA,NA,water,NA,,ap,278
1237,2020,1,21,,13,0,NA,NA,bottle,1,oz,ap,278
1238,2020,1,21,,11,5,12,20,nap,NA,,ap,278
1239,2020,2,21,,8,30,NA,NA,wet,NA,,ap,309
1240,2020,2,21,,10,10,NA,NA,bowel,NA,,ap,309
1241,2020,2,21,,12,45,NA,NA,wet,NA,,ap,309
1242,2020,2,21,,14,46,NA,NA,wet,NA,,kc,309
1243,2020,2,21,,9,20,NA,NA,bottle,2,oz,ap,309
1244,2020,2,21,,11,5,NA,NA,water,NA,,ap,309
1245,2020,2,21,,13,10,NA,NA,bottle,2,oz,ap,309
1246,2020,2,21,,11,25,12,8,nap,NA,,ap,309
1247,2020,2,6,,8,10,NA,NA,wet,NA,,ap,294
1248,2020,2,6,,10,5,NA,NA,bowel,NA,,ap,294
1249,2020,2,6,,9,25,NA,NA,bottle,3,oz,ap,294
1250,2020,2,6,,11,0,NA,NA,bottle,3,oz,ap,294
1251,2020,2,24,,8,20,NA,NA,wet,NA,,ap,312
1252,2020,2,24,,10,20,NA,NA,wet,NA,,kc,312
1253,2020,2,24,,13,30,NA,NA,wet,NA,,kc,312
1254,2020,2,24,,8,0,NA,NA,bottle,3,oz,kc,312
1255,2020,2,24,,11,0,NA,NA,bottle,3,oz,kc,312
1256,2020,2,24,,13,30,NA,NA,water,NA,,kc,312
1257,2020,2,24,,11,20,13,20,nap,NA,,kc,312
1258,2020,1,28,,8,10,NA,NA,wet,NA,,ap,285
1259,2020,1,28,,10,5,NA,NA,bowel,NA,,ap,285
1260,2020,1,28,,12,40,NA,NA,wet,NA,,ap,285
1261,2020,1,28,,14,15,NA,NA,dry,NA,,ap,285
1262,2020,1,28,,10,10,NA,NA,bottle,2,oz,ap,285
1263,2020,1,28,,11,10,NA,NA,bottle,1,oz,ap,285
1264,2020,1,28,,14,50,NA,NA,water,NA,,ap,285
1265,2020,1,28,,11,15,12,20,nap,NA,,ap,285
1266,2020,1,30,,8,20,NA,NA,wet,NA,,kc,287
1267,2020,1,30,,10,20,NA,NA,wet,NA,,kc,287
1268,2020,1,30,,12,32,NA,NA,wet,NA,,kc,287
1269,2020,1,30,,14,34,NA,NA,dry,NA,,kc,287
1270,2020,1,30,,8,50,NA,NA,bottle,3,oz,kc,287
1271,2020,1,30,,10,50,NA,NA,water,NA,,kc,287
1272,2020,1,30,,12,30,NA,NA,bottle,3,oz,kc,287
1273,2020,1,30,,14,12,NA,NA,bottle,3,oz,kc,287
1274,2020,1,30,,11,5,12,29,nap,NA,,kc,287
1275,2020,1,23,,7,14,NA,NA,wet,NA,,kc,280
1276,2020,1,23,,9,0,NA,NA,wet,NA,,ac,280
1277,2020,1,23,,10,30,NA,NA,wet,NA,,kc,280
1278,2020,1,23,,13,0,NA,NA,bowel,NA,,kc,280
1279,2020,1,23,,11,0,NA,NA,water,NA,,kc,280
1280,2020,1,23,,13,30,NA,NA,bottle,3,oz,kc,280
1281,2020,1,23,,11,10,12,50,nap,NA,,kc,280
1282,2020,1,17,,7,33,NA,NA,bowel,NA,,kc,274
1283,2020,1,17,,9,10,NA,NA,dry,NA,,ap,274
1284,2020,1,17,,10,30,NA,NA,wet,NA,,kc,274
1285,2020,1,17,,13,17,NA,NA,wet,NA,,kc,274
1286,2020,1,17,,14,5,NA,NA,wet,NA,,kc,274
1287,2020,1,17,,13,45,NA,NA,water,NA,,kc,274
1288,2020,1,17,,14,21,NA,NA,water,NA,,kc,274
1289,2020,1,17,,11,30,13,0,nap,NA,,kc,274
1290,2020,1,27,,8,30,NA,NA,wet,NA,,ap,284
1291,2020,1,27,,10,10,NA,NA,dry,NA,,ap,284
1292,2020,1,27,,12,20,NA,NA,wet,NA,,ap,284
1293,2020,1,27,,14,0,NA,NA,wet,NA,,ap,284
1294,2020,1,27,,9,40,NA,NA,water,NA,,ap,284
1295,2020,1,27,,10,50,NA,NA,water,NA,,ap,284
1296,2020,1,27,,14,10,NA,NA,bottle,2,oz,ap,284
1297,2020,1,27,,11,10,12,15,nap,NA,,ap,284
1298,2020,1,31,,8,45,NA,NA,wet,NA,,ap,288
1299,2020,1,31,,10,30,NA,NA,wet,NA,,ap,288
1300,2020,1,31,,12,50,NA,NA,wet,NA,,ap,288
1301,2020,1,31,,14,35,NA,NA,dry,NA,,ap,288
1302,2020,1,31,,8,10,NA,NA,water,NA,,ap,288
1303,2020,1,31,,11,0,NA,NA,water,NA,,ap,288
1304,2020,1,31,,14,15,NA,NA,water,NA,,ap,288
1305,2020,1,31,,11,17,12,30,nap,NA,,ap,288
1306,2020,2,28,,8,15,NA,NA,wet,NA,,ij,316
1307,2020,2,28,,10,20,NA,NA,wet,NA,,ap,316
1308,2020,2,28,,12,25,NA,NA,wet,NA,,ap,316
1309,2020,2,28,,14,5,NA,NA,wet,NA,,ap,316
1310,2020,2,28,,9,20,NA,NA,bottle,2,oz,ap,316
1311,2020,2,28,,10,50,NA,NA,water,NA,,ap,316
1312,2020,2,28,,12,35,NA,NA,bottle,3,oz,ap,316
1313,2020,2,28,,11,15,12,3,nap,NA,,ap,316
1314,2020,1,29,,8,10,NA,NA,wet,NA,,kc,286
1315,2020,1,29,,9,10,NA,NA,bowel,NA,,hannah,286
1316,2020,1,29,,10,11,NA,NA,wet,NA,,kc,286
1317,2020,1,29,,11,50,NA,NA,wet,NA,,ap,286
1318,2020,1,29,,13,59,NA,NA,dry,NA,,kc,286
1319,2020,1,29,,14,17,NA,NA,wet,NA,,kc,286
1320,2020,1,29,,9,50,NA,NA,water,NA,,kc,286
1321,2020,1,29,,12,31,NA,NA,bottle,4,oz,kc,286
1322,2020,1,29,,14,0,NA,NA,bottle,2,oz,kc,286
1323,2020,1,29,,11,15,11,45,nap,NA,,ap,286
1324,2020,2,12,,8,15,NA,NA,wet,NA,,ap,300
1325,2020,2,12,,10,15,NA,NA,wet,NA,,kc,300
1326,2020,2,12,,13,10,NA,NA,wet,NA,,kc,300
1327,2020,2,12,,11,0,NA,NA,bottle,3,oz,kc,300
1328,2020,2,12,,13,6,NA,NA,bottle,3,oz,kc,300
1329,2020,2,12,,14,0,NA,NA,water,NA,,kc,300
1330,2020,2,12,,11,20,13,0,nap,NA,,kc,300
1331,2020,3,4,,8,20,NA,NA,wet,NA,,ap,321
1332,2020,3,4,,10,50,NA,NA,wet,NA,,kc,321
1333,2020,3,4,,13,8,NA,NA,wet,NA,,kc,321
1334,2020,3,4,,15,0,NA,NA,wet,NA,,kc,321
1335,2020,3,4,,9,0,NA,NA,bottle,3,oz,kc,321
1336,2020,3,4,,11,0,NA,NA,bottle,2,oz,kc,321
1337,2020,3,4,,14,0,NA,NA,water,NA,,kc,321
1338,2020,3,4,,11,20,13,6,nap,NA,,kc,321
1339,2020,2,17,,8,10,NA,NA,wet,NA,,ap,305
1340,2020,2,17,,10,40,NA,NA,wet,NA,,ij,305
1341,2020,2,17,,13,50,NA,NA,wet,NA,,ij,305
1342,2020,2,17,,14,30,NA,NA,wet,NA,,kc,305
1343,2020,2,17,,8,0,NA,NA,bottle,3,oz,ap,305
1344,2020,2,17,,11,0,NA,NA,bottle,3,oz,ij,305
1345,2020,2,17,,14,9,NA,NA,water,NA,,ij,305
1346,2020,2,17,,11,20,13,20,nap,NA,,ij,305
1347,2021,1,25,,8,30,NA,NA,wet,NA,,ap,648
1348,2021,1,25,,10,45,NA,NA,wet,NA,,jd,648
1349,2021,1,25,,14,0,NA,NA,wet,NA,,jd,648
1350,2021,1,25,,14,55,NA,NA,dry,NA,,mb,648
1351,2021,1,25,,11,30,13,0,nap,NA,,mb,648
1352,2021,1,29,,8,0,NA,NA,wet,NA,,jd,652
1353,2021,1,29,,9,35,NA,NA,bowel,NA,,aym,652
1354,2021,1,29,,10,29,NA,NA,bowel,NA,,aym,652
1355,2021,1,29,,13,5,NA,NA,wet,NA,,aym,652
1356,2021,1,29,,11,30,13,0,nap,NA,,aym,652
1357,2021,3,28,,14,0,NA,NA,ride_atv,NA,,dlm,710
1358,2021,3,28,,12,0,NA,NA,skill_rightleft,NA,,dlm,710
1359,2021,5,11,,15,0,NA,NA,trait_mass,15,kg,rainbow,754
1360,2021,6,7,,10,0,NA,NA,skill_count_to_89,NA,,jsm,781
1361,2021,6,12,,13,0,NA,NA,skill_jump,NA,,jsmkch,786
1362,2021,6,14,,16,30,NA,NA,skill_potty_pee,NA,,kch,788
1363,2021,12,17,,12,0,NA,NA,skill_potty_pee_undies_noaccidents,NA,,jsm,974
1364,2022,1,25,,16,0,NA,NA,skill_potty_poop,NA,,jsm,1013
1365,2022,3,16,,NA,NA,NA,NA,first_overnight_stay,NA,,dlm,1063
1366,2022,5,12,Thursday,15,0,NA,NA,trait_mass,15.9,kg,rainbow,1120
1367,2022,10,17,Monday,15,30,NA,NA,trait_mass,17.75,kg,rainbow,1278
1368,2022,10,17,Monday,15,30,NA,NA,trait_length,110.49,cm,rainbow,1278
1369,2022,8,16,Tuesday,15,30,NA,NA,trait_length,100.46,cm,rainbow,1216
1370,2021,10,10,,NA,NA,NA,NA,trait_length,96.52,cm,rainbow,906
1371,2022,12,25,Sunday,NA,NA,NA,NA,trait_mass,17.96,kg,jsm,1347
